stat_no;elem_no;year;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;annual;co_code
6186;401;2001;1014,5;1014,4;1009;1010,4;1016,2;1013,1;1014,1;1014,3;1008,5;1014,5;1014,8;1018,2;1013,5;DK
6186;401;2002;1016;1002,9;1014,8;1017,6;1015;1013,9;1012,9;1016,1;1018,9;1010,8;1011,1;1022,8;1014,4;DK
6186;401;2003;1010,7;1024,6;1023,7;1018;1015,7;1014,3;1014,4;1014,8;1018,5;1011,3;1016,3;1012,8;1016,3;DK
6186;401;2004;1007,2;1014,1;1019,4;1015,1;1012,3;1012,6;1013,2;1011,6;1014,3;1011,4;1015,2;1012,7;1013,3;DK
6186;401;2005;1010,7;1017;1015,9;1016,1;1014,1;1015,7;1012,4;1014,2;1018;1020,6;1013,4;1012,7;1015,1;DK
6186;401;2006;1027,2;1013,8;1011;1011,1;1013,7;1019,7;1019,7;1007,6;1014,9;1010,4;1010,6;1016;1014,6;DK
6186;401;2007;1004,6;1010,3;1014,8;1020,3;1009,2;1011,2;1007,8;1013;1013,6;1023,3;1011,2;1018,5;1013,2;DK
6186;401;2008;1011,3;1018,6;1000;1012,3;1019,5;1013,9;1013,7;1009,2;1018,9;1011;1008,9;1017,3;1012,9;DK
6186;401;2009;1014,1;1011,6;1010,7;1018,1;1018,3;1014,6;1010,6;1015,8;1017,7;1015,6;1004,6;1008,9;1013,4;DK
6186;401;2010;1018,3;1005,8;1013;1018,3;1012,4;1014,4;1015,1;1010,7;1013,7;1013,9;1005,4;1011,3;1012,7;DK
6186;401;2011;1015,2;1018,5;1020,9;1018,5;1017,7;1014;1009,6;1011,5;1013,2;1016,7;1021,8;1002,6;1015;DK
6186;401;2012;1013,7;1023,4;1022,7;1006,3;1016,1;1011,2;1012,5;1015,6;1011,9;1010,2;1010,1;1009,5;1013,6;DK
6186;401;2013;1012,8;1016,6;1016;1015,6;1010,9;1015,5;1018,5;1017,3;1014,3;1014,3;1011,4;1012,9;1014,7;DK
6186;401;2014;1010,9;1005,5;1015,3;1015,4;1014,9;1015,5;1015;1009,9;1018,9;1015,3;1016;1011,6;1013,7;DK
6186;401;2015;1007,1;1014,2;1017,9;1016,6;1012,7;1016,7;1011,7;1018,1;1016,2;1021,8;1009,4;1018,9;1015,1;DK
6186;401;2016;1011,1;1006,3;1014,2;1010,9;1015,7;1013,7;1014,1;1016,2;1018,6;1023,4;1013,6;1022,9;1015,1;DK
6186;401;2017;1019,7;1016,4;1013,9;1015,6;1018,1;1011,1;1012,7;1014,7;1013,4;1011,7;1009;1005,9;1013,5;DK
6186;401;2018;1010,2;1020,2;1009,4;1013;1020,4;1015,8;1015,7;1014,6;1017,8;1015,1;1021,7;1014,3;1015,6;DK
6186;401;2019;1008,8;1018,1;1009;1020,9;1013,1;1016,9;1013,6;1015;1014,2;1011,8;1005,9;1008;1012,9;DK
6186;401;2020;1015,6;1003,6;1016,8;1017,9;1018,3;1013,8;1013,1;1013,8;1015,5;1009,7;1019,5;1008;1013,8;DK
6186;504;1876;25,2;27,4;67,7;155,6;238,4;289;268,9;215;111,7;99,4;36,5;5,5;1540,3;DK
6186;504;1877;27,3;48;70,5;143,8;259,3;308,3;195,1;128,7;151,2;98,6;27,8;12,1;1470,5;DK
6186;504;1878;29,4;58,8;75,2;168,4;223,6;227,6;201,7;197,5;135,2;103,8;31,7;9,9;1462,9;DK
6186;504;1879;32,6;21,6;75,2;102,8;281;171,4;160,2;159,4;135,2;86,2;33,6;19,8;1278,9;DK
6186;504;1880;41;25,5;95,9;156,5;246,2;231;202,5;239;161,3;56,3;27,8;14,3;1497,3;DK
6186;504;1881;58,8;40,2;69,6;185,6;248;198,2;164,3;125,3;84,8;75,7;34,6;3,3;1288,4;DK
6186;504;1882;41;48;92,1;166,5;242,7;200,8;212,5;166,8;143,6;95,9;34,6;7,7;1452,2;DK
6186;504;1883;31,5;50;93,1;117,4;301,9;256,2;192,6;154,4;152;92,4;17,3;13,2;1471,9;DK
6186;504;1884;35,7;33,3;61,1;155,6;227,1;226;259,8;201,7;153,7;81,8;40,3;12,1;1488,2;DK
6186;504;1885;35,7;36,3;77,1;128,3;211,4;203,3;240,7;136,1;91,6;73;34,6;15,4;1283,4;DK
6186;504;1886;28,4;19,6;65,8;189,3;291,5;284,8;224,9;196,7;188,2;97,7;50,9;16,5;1654,1;DK
6186;504;1887;38,9;100,9;94,9;151,1;232,3;341;259,8;176;129,4;89,8;25;23,1;1662,1;DK
6186;504;1888;53,6;61,7;31;153,8;248;191,5;123,7;187,6;126,8;92,4;26,9;8,8;1305,7;DK
6186;504;1889;42;56,8;81,8;97,4;329,7;331,8;159,4;107,1;112,6;54,6;28,8;4,4;1406,3;DK
6186;504;1890;39,9;61,7;73,3;80,1;264,5;204,1;214,1;205,8;208,3;77,4;29,8;13,2;1472,3;DK
6186;504;1891;47,3;98;125;163,8;264,5;304,1;237,4;163,5;163,8;123,2;46,1;27,5;1764,1;DK
6186;504;1892;67,2;123,5;132,5;257,5;256,7;244,4;283;216,6;144,5;92,4;25;52,8;1896,1;DK
6186;504;1893;71,4;41,2;139,1;270,3;183,6;257,9;251,5;206,7;124,3;36,1;46,1;14,3;1642,3;DK
6186;504;1894;37,8;71,5;186,1;126,5;226,2;284,8;259;156,9;193,2;77,4;6,7;4,4;1630,5;DK
6186;504;1895;35,7;60,8;76,1;224,8;234;265,4;105,4;161,9;151,2;81,8;63,4;25,3;1485,8;DK
6186;504;1896;45,2;75,5;62;153,8;237,5;300,7;180,1;161,9;153,7;69,5;50,9;46,2;1537;DK
6186;504;1897;22,1;105,8;58,3;178,4;227,1;218,4;142,8;141,9;152;94,2;56,6;20,9;1418,4;DK
6186;504;1898;11,6;39,2;76,1;103,7;42,6;220,9;210;190,1;180,6;88,9;24;23,1;1210,8;DK
6186;504;1899;53,6;55,9;117,5;132,9;202,7;177,2;271,4;317,9;105;110;41,3;46,2;1631,5;DK
6186;504;1900;17,9;17,6;158,9;206,6;159,2;189,8;245,7;216,6;136,9;76,6;22,1;0;1447,8;DK
6186;504;1901;39,9;70,6;62;145,6;216,6;163;316,2;196,7;178,9;42,2;52,8;8,8;1493,4;DK
6186;504;1902;20;67,6;52,6;160,2;127,9;231,8;177,6;118,7;110,9;44,9;43,2;9,9;1165,3;DK
6186;504;1903;12,6;29,4;55,5;98,3;170,5;190,7;132,8;88,8;99,1;39,6;32,6;2,2;952,1;DK
6186;504;1904;7,4;19,6;90,2;134,7;231,4;265,4;302,1;191,7;159,6;99,4;25,9;8,8;1536,3;DK
6186;504;1905;52,5;46,1;81,8;89,2;221;235,2;218,3;166;133,6;77,4;41,3;26,4;1388,7;DK
6186;504;1906;29,4;26,5;141;229,3;256,7;257,9;235,7;167,7;152,9;70,4;24;12,1;1603,5;DK
6186;504;1907;69,3;79,4;162,6;141,1;206,2;151,2;170,2;126,2;145,3;61,6;37,4;9,9;1360,3;DK
6186;504;1908;27,3;64,7;74,3;149,2;154;284,8;249,8;192,6;126,8;77,4;54,7;22;1477,6;DK
6186;504;1909;29,4;62,7;32;135,6;216,6;201,6;164,3;176,8;122,6;65,1;73,9;22;1302,7;DK
6186;504;1910;29,4;39,2;147,6;150,2;222,7;274,7;244,9;127;108,4;95,9;41,3;38,5;1519,6;DK
6186;504;1911;59,9;64,7;115,6;154,7;246,2;192,4;235,7;254,8;139,4;99,4;25,9;2,2;1591;DK
6186;504;1912;72,5;45,1;74,3;223;183,6;129,4;208,3;48,1;93,2;67,8;24;0;1169,1;DK
6186;504;1913;15,8;25,5;129,7;182,9;234,9;219,2;204,2;140,3;178,9;75,7;9,6;31,9;1448,6;DK
6186;504;1914;16,8;25,5;63,9;221,1;218,4;260,4;254,8;181,8;189,8;39,6;29,8;9,9;1511,8;DK
6186;504;1915;33,6;21,6;105,3;220,2;258,4;309,1;158,5;141,9;205;59,8;30,7;15,4;1559,6;DK
6186;504;1916;29,4;33,3;29,1;182,9;245,3;203,3;233,2;139,4;143,6;95,9;50,9;2,2;1388,7;DK
6186;504;1917;63;127,4;97,8;184,7;335,8;327,6;268,9;203,4;156,2;92,4;49,9;62,7;1969,8;DK
6186;504;1918;48,3;63,7;137,2;135,6;338,4;262,1;244;210,8;120,1;83,6;46,1;26,4;1716,4;DK
6186;504;1919;45,2;71,5;106,2;143,8;336,7;257,9;161;182,6;166,3;87,1;29,8;33;1621,1;DK
6186;504;1920;46,2;83,3;134,4;99,2;176,6;264,6;244,9;173,5;150,4;169,8;75,8;12,1;1630,8;DK
6186;504;1921;63;115,6;151,3;227,5;330,6;286,4;303,8;219,1;172,2;128,5;58,6;49,5;2106,2;DK
6186;504;1922;89,3;64,7;98,7;161,1;265,4;272,2;160,2;193,4;113,4;161,9;81,6;22;1683,7;DK
6186;504;1923;68,3;29,4;153,2;226,6;185,3;194;247,3;146,9;126;101,2;47;59,4;1584,7;DK
6186;504;1924;56,7;124,5;155,1;149,2;199,2;197,4;234,9;204,2;151,2;92,4;67,2;28,6;1660,6;DK
6186;504;1925;48,3;72,5;141,9;220,2;268,8;299;313,7;197,5;128,5;103;71;28,6;1893,3;DK
6186;504;1926;16,8;6,9;161,7;158,3;182,7;178,9;267,3;275,6;128,5;99,4;52,8;55;1583,9;DK
6186;504;1927;29,4;88,2;113,7;155,6;234,9;197,4;245,7;163,5;160,4;84,5;58,6;46,2;1578,1;DK
6186;504;1928;27,3;76,4;208,7;189,3;241,9;211,7;227,4;186,8;178,9;67,8;37,4;48,4;1701,9;DK
6186;504;1929;53,6;101,9;115,6;205,7;234,9;221,8;215;215,8;205;73,9;65,3;31,9;1740,2;DK
6186;504;1930;39,9;98;120,3;155,6;214,9;313,3;188,4;234,1;113,4;94,2;72;9,9;1654;DK
6186;504;1931;56,7;25,5;215,3;152;229,7;214,2;168,5;245,7;110;94,2;30,7;68,2;1610,6;DK
6186;504;1932;45,2;143,1;171,1;142,9;215,8;259,6;245,7;196,7;133,6;83,6;52,8;16,5;1706,4;DK
6186;504;1933;46,2;64,7;141;223;201,8;284,8;267,3;256,5;183,1;77,4;49,9;41,8;1837,4;DK
6186;504;1934;45,2;70,6;78;190,2;271,4;266,3;330,3;173,5;177,2;83,6;64,3;6,6;1757,2;DK
6186;504;1935;56,7;86,2;128,8;181,1;304,5;254,5;302,1;192,6;146,2;120,6;18,2;28,6;1820,1;DK
6186;504;1936;32,6;59,8;131,6;103,7;170,5;322,6;188,4;206,7;207,5;126,7;17,3;29,7;1597;DK
6186;504;1937;49,4;37,2;92,1;85,5;231,4;209,2;215;227,4;133,6;76,6;79,7;8,8;1445,8;DK
6186;504;1938;46,2;123,5;160,7;189,3;295,8;236,9;238,2;240,7;159,6;75,7;30,7;13,2;1810,5;DK
6186;504;1939;25,2;68,6;187,1;164,7;291,5;275,5;203,4;230,7;184,8;110;47;42,9;1831,4;DK
6186;504;1940;68,3;98;97,8;216,6;262,7;342,7;223,3;161,9;160,4;88;54,7;38,5;1812,8;DK
6186;504;1941;106,1;51,9;116,6;169,3;288,8;320,9;287,2;182,6;141,1;103,8;63,4;28,6;1860,2;DK
6186;504;1942;55,7;35,3;173,9;241,2;187,9;212,5;200;181,8;142;132;75,8;19,8;1657,8;DK
6186;504;1943;36,8;64,7;193,6;194,7;340,2;247,8;258,1;200,9;133,6;94,2;42,2;61,6;1868,3;DK
6186;504;1944;52,5;88,2;163,6;181,1;204,5;231,8;258,1;275,6;159,6;64,2;43,2;33;1755,4;DK
6186;504;1945;53,6;38,2;135,4;169,3;222,7;248,6;252,3;178,5;184;69,5;17,3;25,3;1594,6;DK
6186;504;1946;69,3;72,5;73,3;197,5;273,2;164,6;312,9;149,4;164,6;120,6;35,5;25,3;1658,8;DK
6186;504;1947;69,3;108,8;42,3;153,8;354,1;256,2;215;298,8;168,8;122,3;28,8;56,1;1874,3;DK
6186;504;1948;39,9;88,2;153,2;215,7;245,3;272,2;225,8;156;92,4;78,3;56,6;26,4;1650,1;DK
6186;504;1949;75,6;93,1;181,4;146,5;201;219,2;239,9;188,4;145,3;103;32,6;28,6;1654,6;DK
6186;504;1950;56,7;55,9;134,4;144,7;231,4;269,6;238,2;212,5;129,4;81;46,1;19,8;1619,6;DK
6186;504;1951;45,2;32,3;52,6;163,8;277,5;224,3;212,5;118,7;115,9;130,2;28,8;38,5;1440,4;DK
6186;504;1952;36,8;39,2;146,6;181,1;227,9;169,7;238,2;161;145,3;37,8;28,8;28,6;1441,1;DK
6186;504;1953;49,4;53,9;170,1;212;222,7;252;242,4;234,1;140,3;70,4;34,6;19,8;1701,6;DK
6186;504;1954;98,7;66,6;55,5;206,6;303,6;223,4;153,6;132;141,1;76,6;35,5;33;1526,2;DK
6186;504;1955;42;100,9;137,2;183,8;181;222,6;312,9;229,1;124,3;60,7;84,5;42,9;1722;DK
6186;504;1956;63;88,2;168,3;123,8;226,2;178,9;252,3;146,1;178,1;86,2;72;29,7;1612,8;DK
6186;504;1957;51,5;55,9;135,4;161,1;218,4;267,1;200,9;176;123,5;82,7;30,7;59,4;1562,4;DK
6186;504;1958;56,7;85,3;130,7;146,5;187,9;222,6;235,7;172,6;157,1;93,3;14,4;56,1;1558,9;DK
6186;504;1959;65,1;68,6;133,5;182,9;291,5;319,2;238,2;232,4;225,1;125,8;3,8;0;1886,2;DK
6186;504;1960;66,2;55,9;170,1;215,7;249,7;289,8;197,5;150,2;168,8;51;38,4;8,8;1662,2;DK
6186;504;1961;111,3;58,8;124,1;248,4;186,2;223,4;151,1;164,3;163;126,7;78,7;78,1;1714,1;DK
6186;504;1962;56,7;106,8;139,1;172;151,4;231;185,1;143,6;151,2;91,5;37,4;95,7;1561,6;DK
6186;504;1963;116,6;43,1;84,6;125,6;262,7;269,6;224,9;165,2;130,2;91,5;29,8;39,6;1583,4;DK
6186;504;1964;49,4;84,3;88,4;136,5;222,7;216,7;154,4;184,3;150,4;102,1;36,5;34,1;1459,6;DK
6186;504;1965;25,2;99;135,4;90,1;214,9;243,6;159,4;210;142;122,3;57,6;5,5;1504,9;DK
6186;504;1966;26,3;81,3;88,4;105,6;231,4;216,7;220;177,6;132,7;65,1;24;49,5;1418,6;DK
6186;504;1967;36,8;59,8;110;180,2;187,9;227,6;219,1;192,6;116,8;60,7;70,1;58,3;1519,8;DK
6186;504;1968;43,1;77,4;141,9;263;179,2;256,2;211,7;218,3;121,8;94,2;16,3;24,2;1647,2;DK
6186;504;1969;9,5;49;169,2;193,8;142,7;263,8;223,3;239;202,4;107,4;69,1;31,9;1701,1;DK
6186;504;1970;41;65,7;62;110,1;221;311,6;180,1;220;136,9;80,1;61,4;57,2;1547,1;DK
6186;504;1971;46,2;69,6;98,7;172;266,2;188,2;259;198,4;119,3;104,7;56,6;42,9;1621,7;DK
6186;504;1972;37,8;23,5;140,1;155,6;177,5;205,8;200,9;208,3;159,6;117;66,2;46,2;1538,5;DK
6186;504;1973;16,8;51;139,1;165,6;216,6;278,9;234,1;238,2;136,9;122,3;100,8;50,6;1750,9;DK
6186;504;1974;31,5;60,8;171,1;287,6;237,5;238,6;197,5;203,4;115,1;75,7;33,6;44;1696,2;DK
6186;504;1975;44,1;127,4;134,4;179,3;236,6;270,5;220;242,4;152;75,7;62,4;50,6;1795,3;DK
6186;504;1976;104;58,8;150,4;199,3;197,5;232,7;236,6;267,3;97,4;18,5;46,1;29,7;1638,1;DK
6186;504;1977;16,8;45,1;72,4;121,9;254;197,4;195,9;176;163;56,3;56,6;15,4;1370,8;DK
6186;504;1978;15,8;50;92,1;179,3;268;229,3;158,5;198,4;99,1;73;38,4;18,7;1420,6;DK
6186;504;1979;20;69,6;68,6;132,9;218,4;226;152,7;178,5;118,4;134,6;45,1;26,4;1391,1;DK
6186;504;1980;45,2;38,2;119,4;175,6;236,6;173;167,7;115,4;152;73,9;52,8;39,6;1389,5;DK
6186;504;1981;54,6;69,6;65,8;209,3;242,7;114,2;169,3;194,2;115,9;84,5;62,4;44;1426,6;DK
6186;504;1982;57,8;44,1;115,6;200,2;196,6;217,6;282,2;205;137,8;72,2;67,2;22;1618,2;DK
6186;504;1983;42;102,9;85,5;108,3;114;210,8;268,9;238,2;116,8;98,6;70,1;52,8;1508,9;DK
6186;504;1984;53,6;32,3;136,3;199,3;201,8;159,6;202,5;155,2;99,1;71,3;45,1;30,8;1387;DK
6186;504;1985;57,8;86,2;31;104,7;234;168,8;183,4;180,9;110,9;93,3;70,1;17,6;1338,7;DK
6186;504;1986;43,1;99;79;113,8;216,6;234,4;200,9;190,1;128,5;104,7;51,8;33;1494,7;DK
6186;504;1987;60,9;71,5;124,1;150,2;190,5;107,5;166,8;136,1;136,1;112,6;22,1;56,1;1334,6;DK
6186;504;1988;13,7;39,2;89,3;162;261,9;196,6;163,5;167,7;122,6;102,1;61,4;53,9;1433,8;DK
6186;504;1989;48,3;56,8;96,8;179,3;285,4;256,2;239;178,5;155,4;77,4;91,2;47,3;1711,6;DK
6186;504;1990;25,2;84,3;150,4;218,4;260,1;163;240,7;209,2;101,6;99,4;72;52,8;1677,1;DK
6186;504;1991;81,9;60,8;76,1;151,1;220,1;111,7;229,9;187,6;145,3;105,6;49;49,5;1468,6;DK
6186;504;1992;65,1;48;93,1;103,7;279,3;308,3;248,2;172,6;137,8;84,5;53,8;49,5;1643,8;DK
6186;504;1993;83;55,9;112,8;207,5;263,6;241,9;151,1;170,2;70,6;83,6;22,1;39,6;1501,7;DK
6186;504;1994;35,7;47;111,9;162;215,8;210,8;316,2;198,4;89;89,8;57,6;34,1;1568,3;DK
6186;504;1995;58,8;59,8;118,4;174,7;228,8;215,9;269,8;275,6;101,6;102,1;66,2;61,6;1733,3;DK
6186;504;1996;28,4;56,8;107,2;223;134;196,6;224,1;244,9;173;87,1;54,7;77;1606,7;DK
6186;504;1997;84;101,9;171,1;188,4;189,7;229,3;267,3;273,1;165,5;113,5;55,7;26,4;1865,8;DK
6186;504;1998;77;55,5;152,4;119,3;248,3;190,8;174,1;174,5;95,3;86,9;46,5;58;1478,4;DK
6186;504;1999;30,3;83;77,1;188,9;238;249,1;275,9;228,5;193,6;118,2;55,3;54,7;1792,7;DK
6186;504;2000;75,7;80,3;136,1;208,5;296,1;207,5;181,1;196,8;163,4;78,1;40,6;27,7;1691,9;DK
6186;504;2001;24,9;107,9;129,3;144,1;286,1;240,6;286,3;204,7;96,7;76,4;95,9;34,8;1727,4;DK
6186;504;2002;45,7;89;174,5;146,8;219,8;282,7;220,8;232,4;198,2;102,9;36,6;20,9;1770,3;DK
6186;504;2003;35;82,2;175,4;223,9;227,1;245,5;245,6;252,5;181;136,8;30,6;47,7;1883,4;DK
6186;504;2004;54,2;91,3;139,4;229,1;253;187,2;194,4;230,7;186,9;111,8;87;24,4;1789,5;DK
6186;504;2005;87,7;67,8;181,7;235,5;198,2;239,1;201,3;195,7;181,7;173,7;73,2;50,3;1886;DK
6186;504;2006;46,4;65,3;137,7;102,5;245;266,2;327,2;161,3;210,1;80,6;56,7;38,7;1737,5;DK
6186;504;2007;47,3;39,8;176,8;268;221;185,3;155;179,3;147,6;124;67,1;20,7;1631,6;DK
6186;504;2008;20,4;74;113,4;196,1;353,6;259,2;283,2;157,9;167,8;122;43,5;21,7;1812,8;DK
6186;504;2009;46;58,6;107,1;310,5;253,5;269,6;210,7;219,1;172,3;111,8;23,2;23,2;1805,6;DK
6186;504;2010;61,8;32,2;126,8;198,6;132;234,3;263;157,4;156,3;123,3;31,7;48,6;1565,8;DK
6186;504;2011;66;67,6;144,8;243,6;255,5;262,9;164;152,5;150,9;137,4;58,7;43,2;1747;DK
6186;504;2012;66;108;183,2;157,8;259,5;180,9;212,1;208,1;124,4;95,2;35,7;24,7;1655,6;DK
6186;504;2013;52,1;41,4;202,9;216,3;251,4;261,5;269,7;206,1;181,1;93,4;58,5;34,3;1868,7;DK
6186;504;2014;10,6;74,3;160,3;212,5;247,9;251,3;313,8;223,3;181,7;78,7;34;44;1832,4;DK
6186;504;2015;36,2;63,5;124,9;229,8;215,5;200,1;222,9;273,7;170,9;86,7;51,8;41;1717;DK
6186;504;2016;50,1;68,5;112,1;143,8;310,9;258,9;195;207,6;222,2;85,6;88,7;55,3;1798,7;DK
6186;504;2017;64,5;62,4;117,9;174,9;247,2;204,7;192,8;204,5;138;71,3;50,5;36,7;1565,4;DK
6186;504;2018;27,9;98,4;89,3;214,1;359,9;311,7;347,6;204,4;169,7;141,4;66,4;26,6;2057,4;DK
6186;504;2019;68,8;100,1;112,3;305;219,3;296,6;265,9;237,6;128,8;88,2;28,6;42,7;1893,9;DK
6186;504;2020;34,4;55,3;169,4;263,2;255,6;281,6;177,7;253,4;174,1;87,8;46,3;10,7;1809,5;DK
6186;601;1821;63,7;4,5;21,6;25,2;73,6;4,1;20,6;31,1;63,4;41,9;80,5;66,8;497;DK
6186;601;1822;44,1;17,3;62,8;15,3;2,6;1,5;137,6;115,8;41,1;28,2;32,5;11,7;510,5;DK
6186;601;1823;39;84,8;32,6;44,2;35,5;75,6;66;44,9;50,1;31,9;45,3;69;618,9;DK
6186;601;1824;25,5;25,8;42,9;26,5;40;38;33,7;76,1;52,8;55,7;150,1;119;686,1;DK
6186;601;1825;null;null;null;null;null;null;null;null;null;null;null;null;null;DK
6186;601;1826;null;null;null;null;7,3;22,2;40,9;24,9;null;null;null;50,9;null;DK
6186;601;1827;96,8;4,6;92,5;45,1;55,4;38,6;59,5;48,2;40,4;52,6;39,8;70,2;643,7;DK
6186;601;1828;27,5;32,2;63,8;53,9;24,4;53,5;144,8;87,5;69,9;37,7;37,9;57,7;690,8;DK
6186;601;1829;21,8;89,7;20,9;26,7;34,2;43;126,2;80,8;60,6;107,2;83,1;6,9;701,1;DK
6186;601;1830;35,3;69,5;38,3;103,2;60,2;107;55,5;99,6;72,2;28,3;8,9;26,8;704,8;DK
6186;601;1831;44,8;60,7;48,5;18,8;40,3;130,1;18;51,6;27,2;34;60,5;21;555,5;DK
6186;601;1832;18,2;0,7;35,5;2,2;40,3;46,9;70,7;72,9;50;28,2;34,5;33,7;433,8;DK
6186;601;1833;18,8;58,2;67,1;29,4;18,9;60,6;30,4;86,5;42,8;73,4;50;204,4;740,5;DK
6186;601;1834;78,7;28,5;40,4;13,8;39,4;28,6;2,8;42,6;67,6;49,3;78,4;31,6;501,7;DK
6186;601;1835;23,3;55,8;23,6;54,5;82,3;14,9;2;40,1;56,4;44,5;43,3;28,9;469,6;DK
6186;601;1836;102,9;53,1;66,7;31,1;15,3;27,1;91,2;29,7;69,9;32,3;62;69,5;650,8;DK
6186;601;1837;15,2;49,9;33,3;36;37,5;27,6;20,3;56,6;54,1;37,7;51,4;30,8;450,4;DK
6186;601;1838;12,1;15,2;58,9;92,6;20,3;29,8;44,1;132,7;32,5;53,1;25;16,1;532,4;DK
6186;601;1839;47,6;22,1;13,1;42,5;42,6;55,8;54,6;35,8;72,5;9,7;43,4;26,8;466,5;DK
6186;601;1840;74,4;29,1;5,4;4,5;59,7;30,9;62,8;66,4;59;58,1;54,3;13,3;517,9;DK
6186;601;1841;71,3;10,7;24,8;29,4;30,4;99,4;95,5;48;76,4;170,8;61,6;51;769,3;DK
6186;601;1842;16,9;0;65,5;0;23,6;94,3;36,4;3,4;58;26,2;47,5;26,7;398,5;DK
6186;601;1843;125,2;60,6;18;56,2;13,8;104,1;68,6;47,4;25,9;100,3;54,1;16,9;691,1;DK
6186;601;1844;120,9;60,8;43,6;14,8;21,4;33,5;53,8;122,6;26,5;89,8;57;16,8;661,5;DK
6186;601;1845;34,9;21;34,3;17;122,2;16,1;74,8;105,3;63,2;113,6;48,7;82,5;733,6;DK
6186;601;1846;58,2;54,7;82,6;37,3;21,7;27,8;73,6;22,3;11,6;33,7;26,4;35,5;485,4;DK
6186;601;1847;31,9;37,4;38,8;43;61,9;51;39;26,2;65,9;34,4;24;16,4;469,9;DK
6186;601;1848;9,1;54,9;37,8;62,8;9,7;96,6;37,8;109,8;35,8;104,3;55,7;19;633,3;DK
6186;601;1849;50;44,1;34,2;18,8;9,1;103,7;121,1;44,7;48,4;94,9;27,2;35,1;631,3;DK
6186;601;1850;17,3;52,7;11,5;53,6;37,7;36,5;116,5;60,7;57,4;53,6;79,1;20,9;597,5;DK
6186;601;1851;31,5;29,7;62,6;86,1;48,3;68,2;45,8;27,9;26,5;45;84,5;13,6;569,7;DK
6186;601;1852;55,2;62,2;10,7;22;51,5;79,9;4,8;67,5;68,7;74,3;100,9;81,1;678,8;DK
6186;601;1853;56,4;42,2;22;50,9;35,7;37,2;75,3;63,5;46;34;16,8;7,1;487,1;DK
6186;601;1854;45,3;29,7;20,3;21,1;46,8;45,8;27,4;133,9;67,3;38,6;36;70,2;582,4;DK
6186;601;1855;29,8;8,4;35,1;40,7;59,6;54,9;71,4;76,2;30;79,6;5,7;34,5;525,9;DK
6186;601;1856;44,1;41,2;2,9;66,3;48,7;56,8;62,6;39,5;57,3;22,9;67,3;63,6;573,2;DK
6186;601;1857;39,6;18,4;31,5;57;10,4;14,9;31,9;42,8;27,8;37,8;26,5;19,1;357,7;DK
6186;601;1858;28,5;8,9;18,6;16,7;92,8;27,1;51,3;54,9;14,3;31,2;22,5;35,1;401,9;DK
6186;601;1859;28,7;57,2;38,2;51,6;12,6;50,7;34,4;51,7;106,8;45,2;61,3;64,8;603,2;DK
6186;601;1860;33,7;36,4;32,5;51,3;39,8;92,4;22,9;131,8;51,2;54,5;24,1;24,8;595,4;DK
6186;601;1861;20,1;47,5;62;12,6;28,4;76,3;106,2;50,6;73,3;5,7;84;29,3;596;DK
6186;601;1862;33,6;24;24,4;19,6;28,1;86,5;80,2;34,2;89,5;79;31;67,7;597,8;DK
6186;601;1863;40,7;35,2;49,3;46,6;24,6;59,9;64,4;63,5;74,7;26,5;23;77,8;586,2;DK
6186;601;1864;23;22,7;46,6;15;27,8;119,2;42,7;152,3;86;41;60,8;6,3;643,4;DK
6186;601;1865;27,9;11,6;12,5;7;15,5;29,4;54,7;56,5;30,6;56,2;47,9;4,2;354;DK
6186;601;1866;43,6;92,7;31,5;71,8;91,2;44,4;52,7;76,8;64,4;25,8;76,5;55,5;726,9;DK
6186;601;1867;67,4;68,2;15,7;73,6;47,8;55,1;125,3;17,7;76,3;64,7;53,9;34;699,7;DK
6186;601;1868;26,9;52,8;58,4;52,4;7,3;2,6;8;59,8;64,3;60,8;24,5;99,4;517,2;DK
6186;601;1869;25,3;29,6;13,6;9,6;73,9;32,3;22,5;63;42,2;59;36,6;32,4;440;DK
6186;601;1870;32,3;6,2;9,1;16,4;18,5;32,5;12,3;60,2;65,5;99,3;46,8;32,9;432;DK
6186;601;1871;8,4;20,9;18,6;20,7;16,1;75,4;80,2;26;84,1;16,2;24,5;20,5;411,6;DK
6186;601;1872;34,7;17,9;56,8;45,2;85,5;50,8;60,5;30;89;90,3;55,5;64,1;680,3;DK
6186;601;1873;36,2;11,1;8,9;28;73,2;55,5;113,9;83,9;68,9;99;54,8;36,9;670,3;DK
6186;601;1874;39,5;7,3;44,7;31;15,1;24,5;87,1;68,4;67,3;32,9;59,5;43,2;520,5;DK
6186;601;1875;65,7;1,6;31,2;10,3;24,1;68,4;49,7;45,7;38,3;62,1;71,6;18,2;486,9;DK
6186;601;1876;11,9;51;68,5;29,3;40;53,5;44,7;33,6;76;34,1;21,4;49,9;513,9;DK
6186;601;1877;78,7;53,7;23,9;18,7;44,3;38,7;100,1;123,1;42,5;70;39,9;38,1;671,7;DK
6186;601;1878;48,4;14,6;35,5;20,6;56,8;58,1;35,4;46,2;49,4;40,5;92,8;28,5;526,8;DK
6186;601;1879;17,4;42;7,7;48,6;39;57,3;107,5;110,6;29;40;17;5,3;521,4;DK
