stat_no;elem_no;year;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;annual;co_code
6051;701;1965;2;1;2;0;0;0;0;0;0;0;9;12;26;DK
6051;701;1966;31;21;0;1;0;0;0;0;0;0;0;4;57;DK
6051;701;1967;9;3;0;0;0;0;0;0;0;0;0;8;20;DK
6051;701;1968;12;5;0;1;0;0;0;0;0;0;0;11;29;DK
6051;701;1969;8;26;8;0;0;0;0;0;0;0;5;23;70;DK
6051;701;1970;31;28;31;11;0;0;0;0;0;0;0;2;103;DK
6051;701;1971;6;3;3;0;0;0;0;0;0;0;8;0;20;DK
6051;701;1972;5;8;5;0;0;0;0;0;0;0;1;0;19;DK
6051;701;1973;2;4;0;0;0;0;0;0;0;0;7;2;15;DK
6051;701;1974;1;2;0;0;0;0;0;0;0;0;0;0;3;DK
6051;701;1975;0;0;1;1;0;0;0;0;0;0;0;1;3;DK
6051;701;1976;14;8;4;1;0;0;0;0;0;0;0;20;47;DK
6051;701;1977;23;24;5;0;0;0;0;0;0;0;0;0;52;DK
6051;701;1978;8;26;9;0;0;0;0;0;0;0;4;11;58;DK
6051;701;1979;31;28;14;0;0;0;0;0;0;0;0;15;88;DK
6051;701;1980;31;28;1;0;0;0;0;0;0;0;2;6;68;DK
6051;701;1981;5;0;3;0;0;0;0;0;0;0;0;26;34;DK
6051;701;1982;31;11;0;0;0;0;0;0;0;0;0;3;45;DK
6051;701;1983;0;11;0;0;0;0;0;0;0;0;3;7;21;DK
6051;701;1984;13;1;9;0;0;0;0;0;0;0;0;3;26;DK
6051;701;1985;31;19;2;0;0;0;0;0;0;0;6;9;67;DK
6051;701;1986;17;28;8;1;0;0;0;0;0;0;0;6;60;DK
6051;701;1987;25;11;19;0;0;0;0;0;0;0;0;0;55;DK
6051;701;1988;0;3;7;0;0;0;0;0;0;0;1;1;12;DK
6051;701;1989;0;1;0;0;0;0;0;0;0;0;2;1;4;DK
6051;701;1990;1;0;0;0;0;0;0;0;0;0;0;1;2;DK
6051;701;1991;0;12;0;0;0;0;0;0;0;0;0;0;12;DK
6051;701;1992;0;3;2;1;0;0;0;0;0;0;0;0;6;DK
6051;701;1993;1;2;4;0;0;0;0;0;0;0;10;14;31;DK
6051;701;1994;5;12;9;0;0;0;0;0;0;0;0;0;26;DK
6051;701;1995;4;0;1;0;0;0;0;0;0;0;6;14;25;DK
6051;701;1996;17;18;2;0;0;0;0;0;0;0;1;6;44;DK
6051;701;1997;6;3;7;1;0;0;0;0;0;0;0;0;17;DK
6051;701;1998;2;0;1;0;0;0;0;0;0;0;0;9;12;DK
6051;701;1999;4;9;1;0;0;0;0;0;0;0;0;8;22;DK
6051;701;2000;5;1;0;0;0;0;0;0;0;0;0;5;11;DK
6051;701;2001;2;11;4;1;0;0;0;0;0;0;1;11;30;DK
6051;701;2002;3;7;1;0;0;0;0;0;0;0;0;1;12;DK
6051;701;2003;12;3;3;0;0;0;0;0;0;0;0;3;21;DK
6051;701;2004;15;3;0;0;0;0;0;0;0;0;0;0;18;DK
6051;701;2005;2;11;5;0;0;0;0;0;0;0;0;4;22;DK
6051;701;2006;24;12;19;0;0;0;0;0;0;0;0;0;55;DK
6051;701;2007;4;13;3;0;0;0;0;0;0;0;0;0;20;DK
6051;701;2008;0;0;7;0;0;0;0;0;0;0;0;0;7;DK
6051;701;2009;3;6;0;0;0;0;0;0;0;0;0;10;19;DK
6051;701;2010;31;28;17;0;0;0;0;0;0;0;7;23;106;DK
6051;701;2011;4;15;0;0;0;0;0;0;0;0;0;0;19;DK
6051;701;2012;6;14;0;0;0;0;0;0;0;0;2;16;38;DK
6051;701;2013;17;6;4;0;0;0;0;0;0;0;0;0;27;DK
6051;701;2014;11;0;0;0;0;0;0;0;0;0;0;3;14;DK
6051;701;2015;4;5;1;0;0;0;0;0;0;0;2;0;12;DK
6051;701;2016;12;0;0;0;0;0;0;0;0;0;1;0;13;DK
6051;701;2017;2;0;1;0;0;0;0;0;0;0;0;1;4;DK
6051;701;2018;0;2;4;0;0;0;0;0;0;0;0;0;6;DK
6051;701;2019;2;3;0;0;0;0;0;0;0;0;0;0;5;DK
6051;701;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;DK
6051;801;1874;72;79;65;55;45;44;42;57;65;66;65;73;61;DK
6051;801;1875;89;65;42;54;46;45;41;47;39;83;74;60;57;DK
6051;801;1876;64;82;59;55;49;34;52;39;59;66;79;90;61;DK
6051;801;1877;79;68;70;49;50;40;64;63;49;52;68;76;61;DK
6051;801;1878;69;64;51;40;59;51;54;44;63;66;75;62;58;DK
6051;801;1879;62;81;49;59;41;63;70;67;63;65;58;54;61;DK
6051;801;1880;58;83;48;55;49;47;69;30;48;55;59;71;56;DK
6051;801;1881;48;76;52;34;47;59;68;59;68;72;73;72;61;DK
6051;801;1882;66;70;60;62;45;55;55;54;58;72;70;74;62;DK
6051;801;1883;58;75;53;47;39;43;56;56;49;59;68;65;56;DK
6051;801;1884;71;71;63;44;53;40;51;40;56;72;60;80;58;DK
6051;801;1885;80;81;51;47;66;48;41;60;60;65;61;68;61;DK
6051;801;1886;83;89;75;54;44;42;63;57;51;68;72;68;64;DK
6051;801;1887;76;62;52;58;49;40;60;65;60;63;82;79;62;DK
6051;801;1888;80;76;62;69;50;55;80;58;59;57;76;75;66;DK
6051;801;1889;82;63;64;77;35;35;49;62;47;78;69;79;62;DK
6051;801;1890;66;64;71;65;48;57;75;60;59;72;80;66;65;DK
6051;801;1891;68;71;54;59;57;39;66;78;57;60;71;79;63;DK
6051;801;1892;57;61;52;49;51;58;50;68;64;67;81;70;61;DK
6051;801;1893;76;80;60;60;54;70;66;62;64;72;70;75;67;DK
6051;801;1894;74;63;47;71;63;57;64;74;49;63;78;73;65;DK
6051;801;1895;66;56;74;55;49;49;72;68;61;69;59;85;64;DK
6051;801;1896;66;64;73;65;46;56;61;67;63;70;74;81;66;DK
6051;801;1897;76;58;87;64;48;49;65;67;67;69;80;81;68;DK
6051;801;1898;86;83;77;68;69;63;58;69;60;71;85;80;72;DK
6051;801;1899;72;65;43;51;39;38;42;20;48;46;59;60;49;DK
6051;801;1900;74;70;32;52;45;51;55;53;49;63;75;79;58;DK
6051;801;1901;74;57;75;62;45;54;33;49;47;68;57;76;58;DK
6051;801;1902;64;63;68;52;68;54;53;74;51;72;67;73;63;DK
6051;801;1903;75;67;61;58;66;47;68;69;47;78;68;93;66;DK
6051;801;1904;79;74;67;63;56;56;52;64;52;67;73;72;65;DK
6051;801;1905;64;65;71;67;46;48;52;63;66;67;77;74;63;DK
6051;801;1906;68;84;67;65;65;53;63;64;51;83;76;56;66;DK
6051;801;1907;66;70;45;57;64;71;59;67;48;76;74;75;64;DK
6051;801;1908;68;70;71;47;48;48;62;62;68;67;73;74;63;DK
6051;801;1909;71;54;83;66;53;66;74;72;64;71;51;81;67;DK
6051;801;1910;69;75;53;63;44;53;50;72;53;68;64;71;61;DK
6051;801;1911;65;66;48;58;46;60;48;48;63;60;76;85;60;DK
6051;801;1912;69;87;78;50;70;71;50;78;52;73;74;78;69;DK
6051;801;1913;82;74;62;46;60;51;61;69;52;64;72;70;64;DK
6051;801;1914;73;77;68;53;68;59;57;61;60;77;77;79;67;DK
6051;801;1915;81;81;65;53;44;57;77;71;46;75;71;79;67;DK
6051;801;1916;74;70;86;61;72;79;59;81;53;73;79;85;73;DK
6051;801;1917;71;65;77;57;44;57;64;64;62;71;71;67;64;DK
6051;801;1918;75;65;56;73;46;63;69;63;75;85;72;86;69;DK
6051;801;1919;81;82;61;73;40;74;78;71;65;65;75;82;71;DK
6051;801;1920;69;73;68;86;65;45;73;68;63;60;71;88;69;DK
6051;801;1921;76;70;68;52;50;57;63;61;55;67;79;81;65;DK
6051;801;1922;72;75;63;60;66;60;81;67;60;40;69;81;66;DK
6051;801;1923;77;78;65;54;70;67;65;75;66;70;67;70;69;DK
6051;801;1924;81;64;61;57;69;74;71;67;61;70;73;88;70;DK
6051;801;1925;82;77;62;42;60;55;49;72;50;68;65;76;63;DK
6051;801;1926;88;91;65;77;65;70;54;58;60;63;79;73;70;DK
6051;801;1927;88;77;82;63;61;73;72;62;56;80;68;78;72;DK
6051;801;1928;86;76;61;58;55;65;67;74;53;70;79;74;68;DK
6051;801;1929;75;71;75;55;64;67;62;67;65;77;76;75;69;DK
6051;801;1930;85;67;72;66;65;59;66;63;65;75;80;93;71;DK
6051;801;1931;78;82;45;65;84;65;86;53;55;69;94;72;71;DK
6051;801;1932;80;53;60;63;72;48;63;70;71;74;80;86;68;DK
6051;801;1933;84;79;67;53;75;54;56;59;64;78;81;73;69;DK
6051;801;1934;81;79;76;76;63;72;55;72;63;81;83;96;75;DK
6051;801;1935;73;80;65;60;45;64;59;64;70;67;87;80;68;DK
6051;801;1936;82;77;74;72;54;50;65;67;56;70;79;83;69;DK
6051;801;1937;80;86;73;83;64;71;68;56;60;75;68;83;72;DK
6051;801;1938;80;59;70;50;63;69;74;60;66;79;83;85;70;DK
6051;801;1939;86;84;63;54;57;48;75;63;56;55;81;79;67;DK
6051;801;1940;77;73;78;58;58;49;68;67;64;77;76;73;68;DK
6051;801;1941;51;85;70;60;46;53;54;68;55;69;69;76;63;DK
6051;801;1942;63;82;62;42;52;62;67;73;61;78;73;90;67;DK
6051;801;1943;84;80;49;68;52;59;67;65;63;64;80;63;66;DK
6051;801;1944;76;73;69;65;65;72;64;54;68;79;74;82;70;DK
6051;801;1945;78;84;61;67;62;64;61;66;61;72;89;78;70;DK
6051;801;1946;76;74;79;48;50;68;51;59;60;40;72;64;62;DK
6051;801;1947;56;35;65;51;28;47;48;20;54;60;70;61;50;DK
6051;801;1948;74;48;49;44;43;54;52;60;64;59;67;59;56;DK
6051;801;1949;64;67;44;54;53;51;54;56;57;71;82;69;60;DK
6051;801;1950;70;64;61;53;44;59;57;61;66;61;74;74;62;DK
6051;801;1951;83;83;69;64;45;48;63;62;61;52;81;71;65;DK
6051;801;1952;72;62;50;51;48;65;52;61;58;73;68;76;61;DK
6051;801;1953;76;73;61;58;62;56;68;58;61;82;82;71;67;DK
6051;801;1954;67;81;80;42;52;65;76;70;65;73;71;68;68;DK
6051;801;1955;77;56;50;63;58;51;42;42;56;72;66;70;59;DK
6051;801;1956;71;61;61;52;52;53;53;60;50;55;66;72;59;DK
6051;801;1957;68;67;65;41;52;53;62;57;56;68;77;72;62;DK
6051;801;1958;80;70;62;65;66;52;60;70;57;65;78;78;67;DK
6051;801;1959;65;73;63;66;50;47;51;48;56;53;78;90;62;DK
6051;801;1960;73;75;53;52;62;62;75;65;53;83;78;83;68;DK
6051;801;1961;61;83;67;50;66;70;76;63;65;75;66;73;68;DK
6051;801;1962;72;66;61;56;64;63;73;73;71;75;77;68;68;DK
6051;801;1963;52;76;88;77;77;61;72;72;66;76;90;62;72;DK
6051;801;1964;76;66;66;61;62;72;72;68;60;67;73;73;68;DK
6051;801;1965;78;51;51;77;67;67;68;63;73;71;67;81;68;DK
6051;801;1966;83;76;75;72;61;65;70;63;68;77;82;75;72;DK
6051;801;1967;78;68;70;68;72;56;70;70;62;81;81;75;71;DK
6051;801;1968;76;73;72;56;65;52;61;52;63;73;83;78;67;DK
6051;801;1969;96;76;87;55;83;53;67;47;63;81;78;85;73;DK
6051;801;1970;80;73;77;70;67;46;77;60;71;73;82;70;71;DK
6051;801;1971;83;77;68;59;60;62;59;62;66;64;81;78;68;DK
6051;801;1972;74;95;65;69;68;71;60;56;60;61;78;80;70;DK
6051;801;1973;82;70;63;57;68;53;59;47;68;68;69;78;65;DK
6051;801;1974;83;79;51;37;57;55;67;57;75;74;83;79;66;DK
6051;801;1975;82;60;56;67;59;46;66;51;66;79;73;72;65;DK
6051;801;1976;66;74;46;56;63;55;51;35;67;89;80;76;63;DK
6051;801;1977;84;85;81;64;52;57;65;68;58;79;69;84;71;DK
6051;801;1978;86;81;72;60;54;66;70;64;69;72;81;84;72;DK
6051;801;1979;78;60;82;80;70;72;70;68;63;67;78;77;72;DK
6051;801;1980;85;83;75;54;50;68;68;78;70;69;73;77;71;DK
6051;801;1981;70;68;80;52;64;78;71;59;78;75;75;66;70;DK
6051;801;1982;65;71;67;54;65;58;56;66;73;80;65;76;66;DK
6051;801;1983;78;59;81;81;81;58;56;53;73;72;64;75;69;DK
6051;801;1984;78;78;64;56;61;64;69;59;66;77;70;86;69;DK
6051;801;1985;66;62;79;74;51;68;69;74;70;66;67;84;69;DK
6051;801;1986;69;48;76;62;67;62;76;67;62;73;78;83;69;DK
6051;801;1987;67;60;66;71;69;79;73;75;61;73;78;70;70;DK
6051;801;1988;88;81;74;69;58;64;75;74;65;69;58;72;71;DK
6051;801;1989;84;78;78;66;55;55;63;66;55;77;59;79;68;DK
6051;801;1990;83;76;65;55;52;80;55;65;74;69;64;79;68;DK
6051;801;1991;62;69;80;61;53;77;61;66;58;62;76;76;67;DK
6051;801;1992;63;80;81;75;35;42;67;75;68;69;72;75;67;DK
6051;801;1993;66;72;66;56;50;61;73;72;78;71;92;80;70;DK
6051;801;1994;80;75;72;63;57;64;51;64;81;67;78;74;69;DK
6051;801;1995;69;71;67;58;63;60;58;40;70;75;76;65;64;DK
6051;801;1996;88;73;63;57;75;69;64;61;55;78;78;73;70;DK
6051;801;1997;63;75;59;55;68;62;54;50;70;66;71;82;65;DK
6051;801;1998;66;83;68;86;56;70;78;69;85;74;75;72;74;DK
6051;801;1999;72;61;84;61;55;66;57;56;61;74;73;75;66;DK
6051;801;2000;69;70;69;75;48;67;79;70;66;73;72;71;69;DK
6051;801;2001;70;60;58;60;49;68;44;57;71;70;60;60;61;DK
6051;801;2002;81;69;48;58;52;49;53;39;42;63;81;75;59;DK
6051;801;2003;70;65;55;36;63;51;49;36;51;55;70;66;56;DK
6051;801;2004;77;57;54;64;54;60;54;37;42;60;65;64;57;DK
6051;801;2005;60;50;52;49;49;49;59;40;23;27;46;46;46;DK
6051;801;2006;52;60;40;41;33;32;23;28;26;47;36;51;39;DK
6051;801;2007;38;58;29;26;42;27;35;35;37;41;40;61;39;DK
6051;801;2008;53;47;36;32;17;21;22;36;46;49;58;65;40;DK
6051;801;2009;73;68;57;38;36;29;46;51;47;47;71;64;52;DK
6051;801;2010;69;81;59;52;44;52;51;54;54;60;69;50;58;DK
6051;801;2011;52;74;54;48;47;50;64;40;62;52;80;65;57;DK
6051;801;2012;59;52;58;60;43;58;54;41;58;65;74;77;58;DK
6051;801;2013;71;64;39;41;49;53;37;50;54;60;58;65;53;DK
6051;801;2014;84;67;50;44;52;34;35;49;39;67;75;63;55;DK
6051;801;2015;64;66;56;40;57;57;57;39;48;59;71;73;57;DK
6051;801;2016;61;50;58;53;40;52;62;46;38;63;60;60;54;DK
6051;801;2017;57;71;null;null;56;57;49;53;56;65;54;64;null;DK
6051;801;2018;70;70;72;58;20;null;null;null;59;57;70;76;null;DK
6051;801;2019;58;57;56;26;45;48;53;47;54;59;78;61;54;DK
6051;801;2020;70;66;41;31;39;42;54;35;57;62;71;79;54;DK
6088;101;1872;1,6;1,4;3;7,5;11,3;15,6;17,6;15,7;13,7;9,6;6,4;1,9;8,8;DK
6088;101;1873;3,6;0,9;2,7;5,4;8,3;14,3;17;16,4;13;9,2;5,2;5,8;8,5;DK
6088;101;1874;4,4;2,1;3,6;7,5;9;14;16,9;14,9;13,9;11,1;3,2;-1,3;8,3;DK
6088;101;1875;0,5;-2;0,5;5,6;10,9;15;16,5;17,8;14,2;7;1,9;0,6;7,4;DK
6088;101;1876;-0,6;0,2;2,6;6,5;9;14,7;16,1;16,7;12,3;10,1;1,9;0,4;7,5;DK
6088;101;1877;1,6;1,3;1,1;4;9,4;15;15,9;15,7;10,8;8,1;7,1;2,3;7,7;DK
6088;101;1878;1,4;3,2;2,9;7,4;11,1;14,8;15,1;17,4;14,4;10,5;3,8;-0,4;8,5;DK
6088;101;1879;-3,3;-3;0;3,8;9,2;13,5;14,5;16,1;13,5;9,2;2,5;-1,5;6,2;DK
6088;101;1880;0,6;1,7;2,6;7,4;10,2;14,9;16,3;18;14,9;6,5;4,4;3;8,4;DK
6088;101;1881;-3,3;-3;-1;4,2;10;13,2;15,6;14,5;12,2;6,2;5,7;2,8;6,4;DK
6088;101;1882;3,3;3,2;5,3;6,8;11,2;14,3;16,3;15,4;13,9;9;2,7;-0,6;8,4;DK
6088;101;1883;-0,5;2;-0,7;5,6;10,3;13,7;16,6;15,5;13,2;9;5,2;2,6;7,7;DK
6088;101;1884;3,5;2,9;3,5;5,4;10,4;13,4;17,1;16,8;15,1;9,6;2;2,3;8,5;DK
6088;101;1885;-0,9;1,7;2,2;6,7;8,9;13,3;15,9;14,3;12,4;7,1;2,8;2,7;7,3;DK
6088;101;1886;0,1;-2,3;-1,4;5,7;10;13;14,9;15,6;13,7;9,5;6,3;1;7,2;DK
6088;101;1887;-1,7;-0,1;1,3;5;9,5;14,1;15,9;14,9;12,6;7,6;3,9;0,8;7;DK
6088;101;1888;0;-1,5;-2,1;3,2;9,1;13,7;13,9;13,9;12,6;7,8;4,2;3,4;6,5;DK
6088;101;1889;0,8;-1,5;0,2;5,2;14,9;17,6;15,5;15,2;11,7;8,4;5,7;0,9;7,9;DK
6088;101;1890;2,9;0;3,2;5,7;12,2;12,8;14;15;14,1;9,1;4,4;-2,6;7,6;DK
6088;101;1891;-3;0,5;1,1;4,5;10;14,7;16,1;14,8;14,3;10,8;3,4;3,5;7,6;DK
6088;101;1892;-0,4;0,3;0,4;5,4;10;12,2;14,3;15,8;13,4;8,3;4,5;0,5;7,1;DK
6088;101;1893;-4,3;-0,5;3,1;6,2;10,7;13,9;16,4;16,6;12,5;10,5;4;4,1;7,8;DK
6088;101;1894;0,6;2,5;5;8,6;10,4;13,4;17;15,1;11,5;7,2;7,2;3,9;8,5;DK
6088;101;1895;-2,1;-5,6;1;7;11,6;14,1;15;16,2;14,4;8,3;5,3;1,5;7,2;DK
6088;101;1896;2;2;3,6;5,8;10,4;16;16,8;15,2;13,2;9,3;3,9;0,4;8,2;DK
6088;101;1897;-1,9;-0,4;3,2;5,8;11,1;15,7;15,6;17,6;12,7;8,6;5,5;3,3;8,1;DK
6088;101;1898;4,9;2,5;1,9;5,9;9,7;13,7;13,5;16,5;13,6;8,9;5,9;6,1;8,6;DK
6088;101;1899;3,1;2,6;2,4;6;10,5;14;17,4;15,3;12,9;9,2;8,5;-0,7;8,4;DK
6088;101;1900;0;-0,8;0,9;4,5;9,5;15,1;16,8;16,3;13,8;9,3;5,3;4,9;8;DK
6088;101;1901;-1,5;-1,7;1,7;6,5;11,3;13,4;17,8;16,5;13,5;10,1;4,8;1,8;7,9;DK
6088;101;1902;3,6;-1,7;2,2;5,4;8;13,9;13,7;12,9;11;8;3,6;0,2;6,7;DK
6088;101;1903;0,3;3,4;4,6;4,8;11,4;13,8;15,3;14,3;12,8;9,2;5,2;0,5;8;DK
6088;101;1904;1,3;0,7;1,4;6,8;10;13;15,9;15,5;12,5;9;5,3;3,9;7,9;DK
6088;101;1905;0,9;2;3,1;4,1;11;16,2;16,5;15,7;12,5;5,9;3,5;2,8;7,9;DK
6088;101;1906;1,4;1;1,7;5,6;11,4;13,4;15,3;15,7;13,1;9,8;7,7;-0,1;8;DK
6088;101;1907;1,1;-1,3;2,4;5,6;10,1;12,5;13,6;13,7;12,1;11,3;3,7;1,8;7,2;DK
6088;101;1908;0,8;2,6;1,3;4,6;10,1;14,3;16;14,5;12,7;9;3,7;1,8;7,6;DK
6088;101;1909;0,6;-0,9;-0,5;4,6;8,7;12,6;14,2;14,5;12,2;10,7;3,6;2;6,9;DK
6088;101;1910;1,9;2,4;3,7;6,3;11,9;16,3;16,3;16;12,9;9,5;2,8;3,3;8,6;DK
6088;101;1911;2,2;2,5;2,6;5,6;12,9;14;16,1;17,7;13,9;8,2;5,6;3,3;8,7;DK
6088;101;1912;-2;-1,2;4,1;6,3;9,3;14,3;17,8;14,8;10,5;8;4,8;5,4;7,7;DK
6088;101;1913;0,4;2,2;4,3;6,8;10,5;13,5;14,9;14,9;12,7;9,1;7,5;4,2;8,4;DK
6088;101;1914;0,3;4;3,6;7,9;10,1;14,4;17,8;16,9;13,4;9;4,7;4;8,8;DK
6088;101;1915;0,7;1,1;1,2;5,9;9,8;13,7;14,9;15;12,2;7,2;2,9;0,7;7,1;DK
6088;101;1916;4,2;1,2;1;7;10,6;12;15,4;15,1;11,8;8,3;6;2,2;7,9;DK
6088;101;1917;-1,4;-1,2;-0,7;3,3;11,8;17,4;16;17;14,3;7,9;6,4;1,3;7,7;DK
6088;101;1918;0,6;1,3;2,7;7,3;12,6;12,6;15,5;16;12,2;9,9;4,4;3,8;8,2;DK
6088;101;1919;1,5;-0,2;1,6;5,6;11,4;12,8;14,1;13,8;13,5;6,9;1,3;0,1;6,9;DK
6088;101;1920;1,6;3,7;5,1;7,6;11,6;14,7;16,4;14,6;12,8;6,6;3,7;1,6;8,3;DK
6088;101;1921;4;2,5;5,8;8,1;12,8;13,2;15,7;15,5;12,9;10,6;1,3;3,5;8,8;DK
6088;101;1922;-1,7;-2,1;2,1;4,9;10,5;13,3;14,5;14,3;11,7;6,1;4,4;4,2;6,9;DK
6088;101;1923;3,5;0,1;4;5,3;8,9;10,3;17,4;14,6;13,1;10;3,5;-0,6;7,5;DK
6088;101;1924;-1,3;-0,9;0,2;4,6;10,4;13,6;15,9;16,1;14,3;9,9;5,4;4,3;7,7;DK
6088;101;1925;4,1;3,4;2,3;7,4;12,9;13,5;18,1;16,5;12;8,5;2,8;-0,1;8,5;DK
6088;101;1926;0,5;1,7;3,5;7,5;10,2;14,5;17,6;16,2;13,7;7;5,5;2,8;8,4;DK
6088;101;1927;3,1;1,5;5,2;6;8,9;11,8;16,7;16,9;13,8;9,8;3;-2,8;7,8;DK
6088;101;1928;1,1;2,5;2;6,4;10,5;12,2;15;14,9;11,9;9,2;6,8;1,7;7,9;DK
6088;101;1929;-2,7;-7,2;1;3,3;10,9;11,8;14,4;15,2;13,6;10,2;5,6;4,4;6,7;DK
6088;101;1930;3,5;0,4;3;7,1;10,5;16;16,3;15,9;12,9;9,8;6,2;2,7;8,7;DK
6088;101;1931;1,4;0,1;-0,2;5,2;12,1;12,7;15,7;15,2;11,4;8,7;5,4;2,7;7,5;DK
6088;101;1932;4,1;1,4;0,9;6,1;11,2;14;18,1;17;13,6;8,1;5,6;3,2;8,6;DK
6088;101;1933;-0,2;0,7;3,4;6,5;11,4;16,5;17,5;16,4;13,7;10,1;4,2;0,8;8,4;DK
6088;101;1934;2,2;3,4;3,8;7,6;10,8;14,1;16,5;16,2;15,1;10,9;6,2;5,4;9,4;DK
6088;101;1935;1,4;2,6;2,4;6,7;10,4;15,1;15,9;15,8;13,7;9,4;5,8;1,6;8,4;DK
6088;101;1936;3;-0,4;2,5;4,3;11,2;15,7;17;16,2;12,8;8,3;5,6;4,4;8,4;DK
6088;101;1937;-0,2;0,8;1,6;7,2;12,4;14,4;16,6;17,8;14,3;10,9;4,4;0,6;8,4;DK
6088;101;1938;2,6;2,1;5,8;6,7;10;13,5;15,8;17,8;14,9;9,7;8,6;1,2;9,1;DK
6088;101;1939;1,5;3,4;2,4;6,7;11,1;15,2;16,6;17,6;14,8;6,3;6,1;0,7;8,5;DK
6088;101;1940;-3,9;-6,2;0,4;4,8;11,7;15,8;16,2;14,4;11,8;7,8;6,2;1,2;6,7;DK
6088;101;1941;-5,4;-3,2;0,8;4,2;9,4;14,7;18,7;15,3;12,8;8,8;2,7;3,6;6,9;DK
6088;101;1942;-6;-5,3;-2,6;5,8;10,3;12,2;15,1;17;14,1;11,1;6;4,2;6,8;DK
6088;101;1943;-0,4;4,1;5,1;7,6;11,3;14,8;16,4;16,1;14,5;10,4;5;2,8;9;DK
6088;101;1944;4,3;1,4;2,8;6,1;9,6;13;16,6;18,5;13;9,8;5,2;2,9;8,6;DK
6088;101;1945;0;2,6;5,7;7,5;12;15,2;17,6;17,6;14,5;11,8;5,9;3,1;9,5;DK
6088;101;1946;0,2;2;1,2;8,3;12,4;13,6;17,8;16,4;14,6;7,9;5,4;0,9;8,4;DK
6088;101;1947;-3,1;-6,1;-1,5;5,3;14;16,6;17,9;19,6;16,5;9,8;5,7;2,8;8,1;DK
6088;101;1948;1,3;1,1;5;9,9;12,9;15,2;17,2;16,7;14,6;9,9;6,2;3,8;9,5;DK
6088;101;1949;3,5;4,1;3;8,3;11,4;14,5;16,7;16,5;17;12,4;6,3;5;9,9;DK
6088;101;1950;0,7;2,3;4,6;7,2;12,4;15,3;16,7;18;14;9,3;5;0,6;8,8;DK
6088;101;1951;1,2;1,4;1,4;6;10,8;13,9;15,1;16,5;14,7;8,9;7,5;6,1;8,6;DK
6088;101;1952;1,9;2,6;1,4;8,7;11,5;12,7;15,6;16,3;11;7,6;2,6;1,7;7,8;DK
6088;101;1953;1,9;-0,1;3,7;7,3;11,8;17;16,9;16,2;13,3;10,7;8;4,2;9,2;DK
6088;101;1954;-0,1;-3,3;2;5,3;12,4;14,5;14,5;15,1;13,2;10,3;5;4,6;7,8;DK
6088;101;1955;0;-2,6;0,1;5;8,9;13;18;18,4;15,3;9,4;6;2,9;7,9;DK
6088;101;1956;1,3;-5,9;1,9;5,3;10,9;13,3;16,9;14,1;13,8;9,3;4,9;4,3;7,5;DK
6088;101;1957;3;3;4,1;6,9;9,7;14,7;16,8;15,9;11,8;10,5;5,7;2,6;8,7;DK
6088;101;1958;0,2;0;-0,3;4,2;9,8;14,2;16,4;16,2;15,1;11,4;6,2;3,5;8,1;DK
6088;101;1959;1,4;0,8;4,4;8,6;12,1;15;18,3;18;14,1;10,6;5,6;3,4;9,4;DK
6088;101;1960;0,7;0,4;2,9;6,5;11,7;15;15,1;16,4;13;8,7;6,2;3,3;8,3;DK
6088;101;1961;0,6;3,8;5,4;8,4;10,5;14,9;15;15;14,9;11,8;4,9;0,9;8,8;DK
6088;101;1962;2,9;2,2;0,2;6,8;8,9;12,7;14,1;14,4;12,6;10,6;4,6;0,4;7,5;DK
6088;101;1963;-5,1;-3,8;0,2;5,5;10,7;14,6;15,8;15,7;13;9,5;7,7;0,4;7;DK
6088;101;1964;1,7;1,1;0,1;7;11,6;13,8;14,7;14,8;13;7,9;6,5;2,5;7,9;DK
6088;101;1965;2,4;1,2;1,5;5,8;9,4;13,7;13,9;14,9;13,5;10,2;2,2;2;7,6;DK
6088;101;1966;-1,4;-0,6;3;3,5;11,3;15,9;15,3;14,8;13,8;10,2;4,5;2,6;7,7;DK
6088;101;1967;1,6;3,3;5,5;6,2;11,3;13,9;16,7;16,5;14;11,7;6,5;3;9,2;DK
6088;101;1968;0,4;0,3;3,9;7,9;10,6;16,2;15,5;18;14,4;10,6;5,7;-0,1;8,6;DK
6088;101;1969;1,2;-1,8;0,4;5,9;10;15,3;17,3;18,4;15;11,2;5,6;-1,9;8,1;DK
6088;101;1970;-2,1;-2,2;0,9;3,8;11,6;17,4;15,4;16,2;12,8;9,7;6,1;3,2;7,7;DK
6088;101;1971;1;2,8;1,9;6,5;12,2;13,9;16,4;16,8;13,3;10,1;5,4;5,7;8,8;DK
6088;101;1972;-1,3;0,7;3,6;6,8;11,8;13,9;17,7;16,1;11,6;8,2;6,1;3,8;8,3;DK
6088;101;1973;2,9;3,1;5;5,7;10,8;15;17,6;16;13,4;7,7;4,5;2,6;8,7;DK
6088;101;1974;3,6;3,8;4,2;8,2;11;14,4;14,5;16;13,6;7,2;6,2;5,9;9,1;DK
6088;101;1975;5,7;1,9;3,1;5,6;10,8;15;16,4;19,6;15,1;9,3;5,5;5;9,4;DK
6088;101;1976;1,6;0,5;0,6;5,9;11,1;14,7;18,1;17;13;9,9;6,2;0,6;8,3;DK
